4K,#genre#
CCTV15,http://222.142.70.7:9901/tsfile/live/0015_1.m3u8
CCTV15,http://119.163.199.98:9901/tsfile/live/0015_1.m3u8
CCTV15,http://223.166.234.215:7777/tsfile/live/0015_1.m3u8
CCTV15,http://118.122.189.74:9901/tsfile/live/0015_1.m3u8
CCTV15,http://163.177.122.29:9901/tsfile/live/1034_1.m3u8
CCTV15,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8
CCTV15,http://116.1.184.18:8181/tsfile/live/0015_1.m3u8
CCTV15,http://119.51.63.64:9901/tsfile/live/0015_1.m3u8
CCTV15,http://202.100.46.58:9901/tsfile/live/1015_1.m3u8
CCTV15,http://119.51.60.31:9901/tsfile/live/0015_1.m3u8
CCTV15,http://223.241.247.214:9901/tsfile/live/0015_1.m3u8
CCTV15,http://117.90.196.35:6000/tsfile/live/0015_1.m3u8
CCTV15,http://218.77.81.186:9901/tsfile/live/0015_1.m3u8
CCTV15,http://125.32.120.52:9901/tsfile/live/0015_1.m3u8
CCTV15,http://175.16.180.250:9901/tsfile/live/0015_1.m3u8
CCTV15,http://223.166.234.19:7777/tsfile/live/0015_1.m3u8
CCTV15,http://223.166.234.149:7777/tsfile/live/0015_1.m3u8
CCTV15,http://218.89.240.144:59901/tsfile/live/0015_1.m3u8
CCTV15,http://219.128.121.202:59901/tsfile/live/0015_1.m3u8
CCTV15,http://1.197.81.199:9901/tsfile/live/0015_1.m3u8
CCTV15,http://1.198.10.73:9901/tsfile/live/0015_1.m3u8
CCTV15,http://1.199.235.116:9901/tsfile/live/0015_1.m3u8
CCTV15,http://36.99.206.63:9901/tsfile/live/0015_1.m3u8
CCTV15,http://58.216.229.130:9901/tsfile/live/0015_1.m3u8
CCTV15,http://122.139.141.107:9901/tsfile/live/0015_1.m3u8
CCTV15,http://123.130.84.106:8154/tsfile/live/0015_1.m3u8
CCTV15,http://123.7.110.43:9901/tsfile/live/1003_1.m3u8
CCTV15,http://163.177.122.28:9901/tsfile/live/1034_1.m3u8
CCTV15,http://221.2.148.205:8154/tsfile/live/0015_1.m3u8
CCTV15,http://61.157.139.15:9901/tsfile/live/2385_1.m3u8
CCTV15,http://112.102.217.173:9003//hls/28/index.m3u8
CCTV15,http://117.161.12.116/live/program/live/cctv15hd8m/8000000/mnf.m3u8
CCTV15,http://124.128.73.58:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://110.52.244.53:9003//hls/16/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV15,http://111.199.234.10:18888/udp/239.3.1.153:8136
CCTV15,http://219.159.194.83:8181/tsfile/live/0015_1.m3u8
CCTV15,http://113.15.186.54:8181/tsfile/live/0015_1.m3u8
CCTV15,http://123.113.237.160:8888/udp/239.3.1.153:8136
CCTV15,http://113.15.184.215:8181/tsfile/live/0015_1.m3u8
CCTV15,http://113.15.185.171:8181/tsfile/live/0015_1.m3u8
CCTV15,http://123.130.84.106:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://219.159.194.4:8181/tsfile/live/0015_1.m3u8
CCTV15,http://113.15.185.67:8181/tsfile/live/0015_1.m3u8
CCTV15,http://14.112.86.101:4022/udp/239.77.1.239:5146
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8?
CCTV15,http://114.252.235.176:8000/udp/239.3.1.153:8136
CCTV15,http://60.164.128.167:8029/rtp/239.255.30.68:8231
CCTV15,http://222.129.139.229:8888/udp/239.3.1.153:8136
CCTV15,http://123.113.249.203:8888/udp/239.3.1.153:8136
CCTV15,http://111.196.129.152:20000/udp/239.3.1.153:8136
CCTV15,http://219.159.194.66:8181/tsfile/live/0015_1.m3u8
CCTV15,http://120.6.209.42:8866/udp/239.253.93.154:6322
CCTV15,http://115.171.80.176:8888/udp/225.1.8.74:8136
CCTV15,http://114.249.229.24:8888/udp/239.3.1.153:8136
CCTV15,http://115.171.216.209:4000/udp/225.1.8.74:8136
CCTV15,http://111.196.135.75:8686/udp/239.3.1.153:8136
CCTV15,http://221.222.162.206:8888/udp/239.3.1.153:8136
CCTV15,http://123.122.163.183:19999/udp/239.3.1.153:8136
CCTV15,http://221.219.79.161:4000/udp/239.3.1.153:8136
CCTV15,http://123.122.164.39:19999/udp/239.3.1.153:8136
CCTV15,http://124.128.73.58:9901/tsfile/live/0015_1.m3u8
CCTV15,http://221.2.148.205:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://124.128.73.58:9901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV15,http://116.128.242.83:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8
CCTV16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8951&tk=e503191f8e20
CCTV16,http://222.218.158.217:8181/tsfile/live/1021_1.m3u8
CCTV16,http://119.62.109.200:9901/tsfile/live/0016_1.m3u8
CCTV16,http://220.164.192.48:50085/tsfile/live/0017_1.m3u8
CCTV16,http://219.159.194.66:8181/tsfile/live/1021_1.m3u8
CCTV16,http://219.159.194.83:8181/tsfile/live/1021_1.m3u8
CCTV16,http://123.113.237.160:8888/rtp/239.3.1.184:8001
CCTV16,http://123.113.237.160:8888/udp/239.3.1.184:8001
CCTV16,http://223.166.234.19:7777/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8
CCTV16,http://www.furymax.top:85/rtp/239.69.1.247:11124
CCTV16,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8
CCTV16,http://223.166.234.149:7777/tsfile/live/1038_1.m3u8
CCTV16,http://163.177.122.28:9901/tsfile/live/1035_1.m3u8
CCTV16,http://163.177.122.29:9901/tsfile/live/1035_1.m3u8
CCTV16,http://223.166.234.215:7777/tsfile/live/1038_1.m3u8
CCTV16,http://121.19.134.139:808/tsfile/live/0016_1.m3u8
CCTV16,http://116.1.184.117:8181/tsfile/live/1003_1.m3u8
CCTV16,http://116.1.184.209:8181/tsfile/live/1003_1.m3u8
CCTV16,http://116.1.184.18:8181/tsfile/live/1003_1.m3u8
CCTV16,https://stream1.freetv.fun/f5e0459fd9f11d93ac18af88196997db1c71aeb6d27ce1bd24faccb628652629.m3u8
CCTV16,http://117.161.12.116/live/program/live/cctv16hd8m/8000000/mnf.m3u8
CCTV16,http://223.12.13.231:8082/udp/239.1.1.122:8122
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8?
CCTV16,http://majian.ixiaobai.net:5540/udp/239.37.1.22:5540
CCTV16,http://123.113.249.203:8888/udp/239.3.1.184:8001
CCTV16,http://58.17.48.228:808/hls/25/index.m3u8
CCTV16,http://114.252.238.87:8000/udp/239.3.1.184:8001
CCTV16,http://222.129.139.91:8888/udp/239.3.1.184:8001
CCTV16,http://113.15.184.215:8181/tsfile/live/1021_1.m3u8
CCTV16,http://113.15.185.67:8181/tsfile/live/1021_1.m3u8
CCTV16,http://111.196.129.152:20000/udp/239.3.1.184:8001
CCTV16,http://114.243.110.0:4000/rtp/239.3.1.184:8001
CCTV16,http://113.15.186.54:8181/tsfile/live/1021_1.m3u8
CCTV16,http://222.129.139.229:8888/udp/239.3.1.184:8001
CCTV16,http://113.15.185.171:8181/tsfile/live/1021_1.m3u8
CCTV16,http://majian.ixiaobai.net:5540/udp/239.37.1.22:5540?
CCTV16,http://124.230.56.27:55555/udp/239.76.253.98:9000
CCTV16,http://114.252.235.176:8000/udp/239.3.1.184:8001
CCTV16,http://60.164.128.167:8029/rtp/239.255.30.88:8231
CCTV16,http://219.159.194.4:8181/tsfile/live/1021_1.m3u8
CCTV16,http://113.57.109.48:1111/tsfile/live/1014_1.m3u8
CCTV16,http://118.251.60.185:8888/udp/239.76.253.98:9000
CCTV16,http://125.33.89.106:5566/udp/239.3.1.184:8001
CCTV16,http://221.222.162.206:8888/udp/239.3.1.184:8001
CCTV16,http://123.122.163.183:19999/udp/239.3.1.184:8001
CCTV16,http://221.219.79.161:4000/udp/239.3.1.184:8001
CCTV16,http://111.199.234.10:18888/udp/239.3.1.184:8001
CCTV16,http://220.164.192.48:50085/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7075&tk=e503191f8e20
CCTV17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0727&tk=e503191f8e20
CCTV17,http://222.218.158.217:8181/tsfile/live/0019_1.m3u8
CCTV17,http://220.164.192.48:50085/tsfile/live/0018_1.m3u8
CCTV17,http://123.7.110.43:9901/tsfile/live/1004_1.m3u8
CCTV17,http://119.62.109.200:9901/tsfile/live/0017_1.m3u8
CCTV17,http://219.159.194.66:8181/tsfile/live/0019_1.m3u8
CCTV17,http://123.113.237.160:8888/rtp/239.3.1.151:8144
CCTV17,http://114.243.102.173:8888/rtp/239.3.1.151:8144
CCTV17,http://111.199.234.10:18888/rtp/239.3.1.151:8144
CCTV17,http://222.241.154.37:9901/tsfile/live/23017_1.m3u8
CCTV17,http://113.57.20.158:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://www.furymax.top:85/rtp/239.69.1.152:10548
CCTV17,http://wouu.net:9977/udp/239.93.0.92:5140
CCTV17,http://163.177.122.28:9901/tsfile/live/1036_1.m3u8
CCTV17,http://113.57.20.158:9901/tsfile/live/1047_1.m3u8
CCTV17,http://119.51.63.64:9901/tsfile/live/0019_1.m3u8
CCTV17,http://223.166.234.19:7777/tsfile/live/1039_1.m3u8
CCTV17,http://116.1.184.209:8181/tsfile/live/0019_1.m3u8
CCTV17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8
CCTV17,http://163.177.122.29:9901/tsfile/live/1036_1.m3u8
CCTV17,http://116.1.184.18:8181/tsfile/live/0019_1.m3u8
CCTV17,http://118.122.189.74:9901/tsfile/live/0019_1.m3u8
CCTV17,http://223.166.234.215:7777/tsfile/live/1039_1.m3u8
CCTV17,http://175.16.180.250:9901/tsfile/live/0019_1.m3u8
CCTV17,http://223.166.234.114:7777/tsfile/live/1039_1.m3u8
CCTV17,http://223.166.234.149:7777/tsfile/live/1039_1.m3u8
CCTV17,http://218.13.170.98:9901/tsfile/live/0016_1.m3u8
CCTV17,http://218.89.240.144:59901/tsfile/live/0019_1.m3u8
CCTV17,http://221.2.148.205:8154/tsfile/live/0019_1.m3u8
CCTV17,http://36.99.206.63:9901/tsfile/live/0019_1.m3u8
CCTV17,http://123.132.233.194:352/tsfile/live/1018_1.m3u8
CCTV17,http://60.210.100.54:352/tsfile/live/0019_1.m3u8
CCTV17,http://61.156.228.12:8154/tsfile/live/0019_1.m3u8
CCTV17,http://z.b.bkpcp.top/m.php?id=cctv17
CCTV17,http://117.161.12.116/live/program/live/cctv17hd8m/8000000/mnf.m3u8
CCTV17,http://110.52.244.53:9003//hls/18/index.m3u8
CCTV17,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv17
CCTV17,http://116.1.184.117:8181/tsfile/live/0019_1.m3u8
CCTV17,http://123.113.249.203:8888/udp/239.3.1.151:8144
CCTV17,http://113.15.184.215:8181/tsfile/live/0019_1.m3u8
CCTV17,http://182.92.109.190:1668/72/72.php?id=cctv17
CCTV17,http://123.113.237.160:8888/udp/239.3.1.151:8144
CCTV17,http://114.243.98.12:8888/udp/239.3.1.151:8144
CCTV17,http://124.230.56.27:55555/udp/239.76.245.238:1234
CCTV17,http://110.80.17.38:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV17,http://114.252.235.176:8000/rtp/239.3.1.151:8144
CCTV17,http://60.7.56.33:4000/rtp/239.253.93.150:6318
CCTV17,http://113.15.185.171:8181/tsfile/live/0019_1.m3u8
CCTV17,http://220.164.192.48:50085/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV17,http://221.222.162.206:8888/rtp/239.3.1.151:8144
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225708/index.m3u8
CCTV17,http://119.51.60.31:9901/tsfile/live/0019_1.m3u8
CCTV17,http://123.113.187.204:8000/udp/239.3.1.151:8144
CCTV17,http://113.15.186.54:8181/tsfile/live/0019_1.m3u8
CCTV17,http://219.159.194.4:8181/tsfile/live/0019_1.m3u8
CCTV17,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv17
CCTV17,http://114.252.235.176:8000/udp/239.3.1.151:8144
CCTV17,http://111.196.129.152:20000/udp/239.3.1.151:8144
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8?
CCTV17,http://222.134.245.16:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://113.15.185.67:8181/tsfile/live/0019_1.m3u8
CCTV17,http://219.159.194.83:8181/tsfile/live/0019_1.m3u8
CCTV17,http://222.129.139.229:8888/udp/239.3.1.151:8144
CCTV17,http://36.99.206.63:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://113.57.109.48:1111/tsfile/live/1015_1.m3u8
CCTV17,http://115.171.80.176:8888/udp/225.1.8.17:8144
CCTV17,http://60.10.106.114:555/udp/239.253.93.150:6318
CCTV17,http://125.33.89.106:5566/udp/239.3.1.151:8144
CCTV17,http://123.122.163.183:19999/udp/239.3.1.151:8144
CCTV17,http://221.219.79.161:4000/udp/239.3.1.151:8144
CCTV17,http://115.171.216.225:4000/udp/225.1.8.17:8144
CCTV17,http://60.210.100.54:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://218.89.240.144:59901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://221.2.148.205:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,https://api.livednow.org/migu/673168256?sign=gAAAAABnJcJqaH7zxsZ2sHzgLIrp3fHULs5VLTwRm5kvc_YZnCZDZdFCwKXL_yaXA5nFcCZPD0omVJwDapyQUilo6R4kQgEmlWfnDyA0UbxOdEjCzJ9SHIiV_53r4aaArZ0IL_Aq0Mhm7cM6wcQ1EeLovgqiDPnCeUF2j3_KgX74Wh-ZpYuDKkQNsfBaJ1_P09_8SukvS2dsHXG-Tkr2RbVUU9z4qmS7iw%3D%3D
CCTV17,http://222.134.245.16:9901/tsfile/live/0019_1.m3u8
CCTV17,http://119.36.148.115:59901/tsfile/live/0019_1.m3u8
CCTV第一剧场,http://www.furymax.top:85/rtp/239.69.1.74:10084
CCTV央视台球,http://www.furymax.top:85/rtp/239.69.1.98:10224
CCTV风云足球,http://113.57.109.48:1111/tsfile/live/1042_1.m3u8
CCTV风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8
CCTV风云足球,http://www.furymax.top:85/rtp/239.69.1.81:10126
CCTV风云足球,http://124.230.56.27:55555/udp/239.76.254.52:9000
CCTV发现之旅,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5031&tk=e503191f8e20
CCTV发现之旅,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=fxzl
CCTV发现之旅,http://182.92.109.190:1668/72/72.php?id=fxzl
CCTV中学生,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6533&tk=e503191f8e20
CCTVNEWS,http://113.57.20.158:9901/tsfile/live/1002_1.m3u8
CCTV中学生,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=zxs
CCTV中学生,http://182.92.109.190:1668/72/72.php?id=zxs
CCTVNEWS,http://119.36.148.115:59901/tsfile/live/1002_1.m3u8
CCTV1,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8

📡卫视频道,#genre#
东方卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0706&tk=e503191f8e20
东方卫视,http://222.218.158.217:8181/tsfile/live/0107_1.m3u8
东方卫视,http://119.62.36.56:9901/tsfile/live/0130_1.m3u8
东方卫视,http://221.233.192.152:1111/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://183.94.146.109:2222/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://60.2.190.206:4000/rtp/239.253.92.89:8019
东方卫视,http://123.113.237.160:8888/rtp/239.3.1.136:8032
东方卫视,http://123.113.187.204:8000/rtp/239.3.1.136:8032
东方卫视,http://111.199.234.10:18888/rtp/239.3.1.136:8032
东方卫视,http://59.173.183.242:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://114.243.98.12:8888/rtp/239.3.1.136:8032
东方卫视,http://wouu.net:9977/udp/239.93.0.123:5140
东方卫视,http://114.105.185.143:9901/tsfile/live/0107_1.m3u8
东方卫视,http://60.210.100.54:352/tsfile/live/0107_1.m3u8
东方卫视,http://113.57.20.158:9901/tsfile/live/1035_1.m3u8
东方卫视,http://1.199.235.116:9901/tsfile/live/0107_1.m3u8
东方卫视,http://221.224.4.170:1111/tsfile/live/0107_1.m3u8
东方卫视,http://61.138.128.226:19901/tsfile/live/0107_1.m3u8
东方卫视,http://221.233.192.152:1111/tsfile/live/0107_1.m3u8
东方卫视,http://1.197.250.107:9901/tsfile/live/0107_1.m3u8
东方卫视,http://1.199.235.140:9901/tsfile/live/0107_1.m3u8
东方卫视,http://119.51.60.31:9901/tsfile/live/0107_1.m3u8
东方卫视,http://58.53.152.101:9901/tsfile/live/0107_1.m3u8
东方卫视,http://222.134.245.16:9901/tsfile/live/0107_1.m3u8
东方卫视,http://222.142.70.7:9901/tsfile/live/0107_1.m3u8
东方卫视,http://222.142.65.165:9901/tsfile/live/0107_1.m3u8
东方卫视,http://222.142.75.203:9901/tsfile/live/0107_1.m3u8
东方卫视,http://125.32.120.52:9901/tsfile/live/0107_1.m3u8
东方卫视,http://125.43.253.147:9901/tsfile/live/0107_2.m3u8
东方卫视,http://223.13.1.185:9901/tsfile/live/1010_1.m3u8
东方卫视,http://183.66.13.82:60033/tsfile/live/0107_1.m3u8
东方卫视,http://218.13.170.98:9901/tsfile/live/1010_1.m3u8
东方卫视,http://163.177.122.29:9901/tsfile/live/1052_1.m3u8
东方卫视,http://163.177.122.28:9901/tsfile/live/1052_1.m3u8
东方卫视,http://222.169.85.8:9901/tsfile/live/0018_1.m3u8
东方卫视,http://223.13.1.109:9901/tsfile/live/1010_1.m3u8
东方卫视,http://58.220.219.14:9901/tsfile/live/0107_1.m3u8
东方卫视,http://182.113.13.204:9901/tsfile/live/0139_1.m3u8
东方卫视,http://175.16.180.250:9901/tsfile/live/0107_1.m3u8
东方卫视,http://223.241.247.214:9901/tsfile/live/1005_1.m3u8
东方卫视,http://218.89.240.144:59901/tsfile/live/0107_1.m3u8
东方卫视,http://223.166.234.215:7777/tsfile/live/0107_1.m3u8
东方卫视,http://1.197.81.199:9901/tsfile/live/0107_1.m3u8
东方卫视,http://110.80.17.38:9901/tsfile/live/0107_2.m3u8
东方卫视,http://111.160.17.2:59901/tsfile/live/0001_42.m3u8
东方卫视,http://120.0.52.162:8086/tsfile/live/0122_1.m3u8
东方卫视,http://120.0.52.238:8086/tsfile/live/0122_1.m3u8
东方卫视,http://120.0.52.241:8086/tsfile/live/0122_1.m3u8
东方卫视,http://120.0.8.181:8086/tsfile/live/0122_1.m3u8
东方卫视,http://123.130.84.106:8154/tsfile/live/0107_1.m3u8
东方卫视,http://220.164.192.48:50085/tsfile/live/0122_1.m3u8
东方卫视,http://36.99.206.63:9901/tsfile/live/0107_1.m3u8
东方卫视,http://119.163.199.98:9901/tsfile/live/0107_1.m3u8
东方卫视,http://119.51.63.64:9901/tsfile/live/0107_1.m3u8
东方卫视,http://122.139.141.107:9901/tsfile/live/0107_1.m3u8
东方卫视,http://123.7.110.43:9901/tsfile/live/0127_1.m3u8
东方卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=dfws
东方卫视,http://113.15.186.54:8181/tsfile/live/0107_1.m3u8
东方卫视,http://123.113.187.204:8000/udp/239.3.1.136:8032
东方卫视,http://219.159.194.66:8181/tsfile/live/0107_1.m3u8
东方卫视,http://218.89.240.144:59901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://124.230.56.27:55555/udp/239.76.253.186:9000
东方卫视,http://111.199.234.10:18888/udp/239.3.1.136:8032
东方卫视,http://114.252.235.176:8000/udp/239.3.1.136:8032
东方卫视,http://222.129.139.229:8888/udp/239.3.1.136:8032
东方卫视,http://183.136.148.214:9901/tsfile/live/0107_1.m3u8
东方卫视,http://113.140.86.162:8009/hls/31/index.m3u8
东方卫视,http://123.113.249.203:8888/udp/239.3.1.136:8032
东方卫视,http://223.166.234.19:7777/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://202.100.46.58:9901/tsfile/live/1018_1.m3u8
东方卫视,http://113.15.185.67:8181/tsfile/live/0107_1.m3u8
东方卫视,http://113.15.184.215:8181/tsfile/live/0107_1.m3u8
东方卫视,http://123.113.237.160:8888/udp/239.3.1.136:8032
东方卫视,http://222.129.139.91:8888/udp/239.3.1.136:8032
东方卫视,http://219.159.194.83:8181/tsfile/live/0107_1.m3u8
东方卫视,http://221.2.148.205:8154/tsfile/live/0107_1.m3u8
东方卫视,http://113.15.185.171:8181/tsfile/live/0107_1.m3u8
东方卫视,http://223.166.234.19:7777/tsfile/live/0107_1.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226345/index.m3u8
东方卫视,http://1.198.10.73:9901/tsfile/live/0107_1.m3u8
东方卫视,http://125.43.253.225:9901/tsfile/live/0107_2.m3u8
东方卫视,http://101.66.199.50:9901/tsfile/live/0018_1.m3u8
东方卫视,http://113.57.109.48:1111/tsfile/live/1022_1.m3u8
东方卫视,http://219.147.200.9:18080/newlive/live/hls/28/live.m3u8
东方卫视,http://58.221.214.82:9901/tsfile/live/0107_1.m3u8
东方卫视,http://119.62.109.200:9901/tsfile/live/0107_1.m3u8
东方卫视,http://61.157.139.15:9901/tsfile/live/2389_1.m3u8
东方卫视,http://112.46.85.60:8009/hls/31/index.m3u8
东方卫视,http://1.24.190.98:10080/hls/66/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225735/index.m3u8
东方卫视,http://114.249.229.24:8888/udp/239.3.1.136:8032
东方卫视,http://60.10.106.114:555/udp/239.253.92.89:8019
东方卫视,http://221.222.162.206:8888/udp/239.3.1.136:8032
东方卫视,http://221.219.79.161:4000/udp/239.3.1.136:8032
东方卫视,http://123.122.164.39:19999/udp/239.3.1.136:8032
东方卫视,http://221.2.148.205:8154/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://202.100.46.58:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://119.163.199.98:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://58.220.219.14:9901/tsfile/live/0107_1.m3u8?key=txiptv
东方卫视,http://124.128.73.58:9901/tsfile/live/0107_2.m3u8
东方卫视,http://116.128.242.83:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,https://api.livednow.org/migu/651632648?sign=gAAAAABnJcJqfu_kycy2Gb7eSdGQsamAhYXBlu-AYscNkoPGIfbg7gL756Lncv79Ps4ODzMedp1aFAj7uzaOHkAyBq06sQxNlk9g1nD1262R71fcdc7jvGxJemrvJ0Oak_Z16R_xYQdxRXo1hlbrCfTZO_RJIH10M7lQqOJHy6t68nakZVZ6sWXP2FPgP2hXaVKd9wu8yeDjxau2iqKexh5WBPlQ6hhAFA%3D%3D
东方卫视,http://119.36.148.115:59901/tsfile/live/0107_1.m3u8
东方卫视,http://220.164.192.48:50085/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7582&tk=e503191f8e20
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5749&tk=e503191f8e20
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0222&tk=e503191f8e20
浙江卫视,http://222.218.158.217:8181/tsfile/live/0124_1.m3u8
浙江卫视,http://119.62.36.56:9901/tsfile/live/0127_2.m3u8
浙江卫视,http://221.233.192.152:1111/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://114.243.102.173:8888/rtp/239.3.1.137:8036
浙江卫视,http://221.219.79.161:4000/rtp/239.3.1.137:8036
浙江卫视,http://222.241.154.37:9901/tsfile/live/23028_1.m3u8
浙江卫视,http://113.57.20.158:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://114.243.98.12:8888/rtp/239.3.1.137:8036
浙江卫视,http://www.furymax.top:85/rtp/239.254.96.143:8932
浙江卫视,http://wouu.net:9977/udp/239.93.0.124:5140
浙江卫视,http://218.13.170.98:9901/tsfile/live/1002_1.m3u8
浙江卫视,http://114.105.185.143:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://61.138.128.226:19901/tsfile/live/1044_1.m3u8
浙江卫视,http://1.199.235.116:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://1.199.235.140:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://60.210.100.54:352/tsfile/live/0124_1.m3u8
浙江卫视,http://113.57.20.158:9901/tsfile/live/1037_1.m3u8
浙江卫视,http://58.220.219.14:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://221.224.4.170:1111/tsfile/live/0124_1.m3u8
浙江卫视,http://1.198.10.73:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://222.134.245.16:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://221.233.192.152:1111/tsfile/live/0124_1.m3u8
浙江卫视,http://118.122.189.74:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://223.166.234.215:7777/tsfile/live/0124_1.m3u8
浙江卫视,http://116.128.242.83:9901/tsfile/live/1010_1.m3u8
浙江卫视,http://163.177.122.29:9901/tsfile/live/1050_1.m3u8
浙江卫视,http://222.142.65.165:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://223.13.1.185:9901/tsfile/live/1007_1.m3u8
浙江卫视,http://222.142.75.203:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://222.169.85.8:9901/tsfile/live/0019_1.m3u8
浙江卫视,http://223.241.247.214:9901/tsfile/live/1010_1.m3u8
浙江卫视,http://175.16.180.250:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://182.113.13.204:9901/tsfile/live/0131_1.m3u8
浙江卫视,http://183.66.13.82:60033/tsfile/live/0124_1.m3u8
浙江卫视,http://183.94.146.109:2222/tsfile/live/1002_1.m3u8
浙江卫视,http://202.100.46.58:9901/tsfile/live/1021_1.m3u8
浙江卫视,http://119.51.63.64:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://125.43.253.147:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://58.221.214.82:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://163.177.122.28:9901/tsfile/live/1050_1.m3u8
浙江卫视,http://223.166.234.114:7777/tsfile/live/0124_1.m3u8
浙江卫视,http://223.166.234.149:7777/tsfile/live/0124_1.m3u8
浙江卫视,http://218.89.240.144:59901/tsfile/live/0124_1.m3u8
浙江卫视,http://1.197.250.86:9901/tsfile/live/0124_1.m3u8
