📺中央频道,#genre#
辽宁卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8$黑河
湖北卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8$黑河
湖南卫视,http://10.8.8.200/hls/94/index.m3u8$哈尔滨
浙江卫视,http://10.8.8.200/hls/95/index.m3u8$哈尔滨
北京卫视,http://10.8.8.200/hls/96/index.m3u8$哈尔滨
甘肃卫视,http://10.8.8.200/hls/92/index.m3u8$哈尔滨
深圳卫视,http://10.8.8.200/hls/7/index.m3u8$哈尔滨
河南卫视,http://10.8.8.200/hls/105/index.m3u8$哈尔滨
山西卫视,http://10.8.8.200/hls/9/index.m3u8$哈尔滨
云南卫视,http://10.8.8.200/hls/22/index.m3u8$哈尔滨
新疆卫视,http://10.8.8.200/hls/26/index.m3u8$哈尔滨
广西卫视,http://10.8.8.200/hls/33/index.m3u8$哈尔滨
西藏卫视,http://10.8.8.200/hls/24/index.m3u8$哈尔滨
兵团卫视,http://10.8.8.200/hls/2/index.m3u8$哈尔滨
东方卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226208/index.m3u8$湖南py
湖南卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226324/index.m3u8$湖南py
江苏卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226136/index.m3u8$湖南py
浙江卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226148/index.m3u8$湖南py
山东卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226214/index.m3u8$湖南py
湖北卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226212/index.m3u8$湖南py
深圳卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226210/index.m3u8$湖南py
黑龙江卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226216/index.m3u8$湖南py
江西卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225972/index.m3u8$湖南py
北京卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226204/index.m3u8$湖南py
甘肃卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225779/index.m3u8$湖南py
天津卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226206/index.m3u8$湖南py
重庆卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225966/index.m3u8$湖南py
广西卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225978/index.m3u8$湖南py
贵州卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225990/index.m3u8$湖南py
青海卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226080/index.m3u8$湖南py
内蒙古卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226074/index.m3u8$湖南py
河北卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226070/index.m3u8$湖南py
吉林卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226072/index.m3u8$湖南py
山西卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225775/index.m3u8$湖南py
陕西卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225984/index.m3u8$湖南py
云南卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225986/index.m3u8$湖南py
海南卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225992/index.m3u8$湖南py
辽宁卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225980/index.m3u8$湖南py
四川卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225982/index.m3u8$湖南py
西藏卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225777/index.m3u8$湖南py
宁夏卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226076/index.m3u8$湖南py
新疆卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226078/index.m3u8$湖南py
河南卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226068/index.m3u8$湖南py
大湾区卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226082/index.m3u8$湖南py
安徽卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225964/index.m3u8$湖南py
东南卫视,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221225968/index.m3u8$湖南py
湖南卫视,http://111.43.126.240:9003/hls/37/index.m3u8$五常移动
江苏卫视,http://111.43.126.240:9003/hls/38/index.m3u8$五常移动
东方卫视,http://111.43.126.240:9003/hls/39/index.m3u8$五常移动
浙江卫视,http://111.43.126.240:9003/hls/40/index.m3u8$五常移动
北京卫视,http://111.43.126.240:9003/hls/41/index.m3u8$五常移动
广东卫视,http://111.43.126.240:9003/hls/42/index.m3u8$五常移动
安徽卫视,http://111.43.126.240:9003/hls/43/index.m3u8$五常移动
河南卫视,http://111.43.126.240:9003/hls/44/index.m3u8$五常移动
吉林卫视,http://111.43.126.240:9003/hls/45/index.m3u8$五常移动
天津卫视,http://111.43.126.240:9003/hls/46/index.m3u8$五常移动
东南卫视,http://111.43.126.240:9003/hls/47/index.m3u8$五常移动
江西卫视,http://111.43.126.240:9003/hls/49/index.m3u8$五常移动
四川卫视,http://111.43.126.240:9003/hls/50/index.m3u8$五常移动
深圳卫视,http://111.43.126.240:9003/hls/51/index.m3u8$五常移动
贵州卫视,http://111.43.126.240:9003/hls/52/index.m3u8$五常移动
海南卫视,http://111.43.126.240:9003/hls/53/index.m3u8$五常移动
湖北卫视,http://111.43.126.240:9003/hls/54/index.m3u8$五常移动
重庆卫视,http://111.43.126.240:9003/hls/55/index.m3u8$五常移动
河北卫视,http://111.43.126.240:9003/hls/56/index.m3u8$五常移动
辽宁卫视,http://111.43.126.240:9003/hls/57/index.m3u8$五常移动
西藏卫视,http://111.43.126.240:9003/hls/58/index.m3u8$五常移动
青海卫视,http://111.43.126.240:9003/hls/59/index.m3u8$五常移动
云南卫视,http://111.43.126.240:9003/hls/60/index.m3u8$五常移动
山西卫视,http://111.43.126.240:9003/hls/61/index.m3u8$五常移动
广西卫视,http://111.43.126.240:9003/hls/62/index.m3u8$五常移动
内蒙古卫视,http://111.43.126.240:9003/hls/63/index.m3u8$五常移动
新疆卫视,http://111.43.126.240:9003/hls/64/index.m3u8$五常移动
延边卫视,http://111.43.126.240:9003/hls/65/index.m3u8$五常移动
兵团卫视,http://111.43.126.240:9003/hls/66/index.m3u8$五常移动
宁夏卫视,http://111.43.126.240:9003/hls/67/index.m3u8$五常移动
陕西卫视,http://111.43.126.240:9003/hls/68/index.m3u8$五常移动
甘肃卫视,http://111.43.126.240:9003/hls/70/index.m3u8$五常移动
安徽卫视,https://shyd.695847.xyz/cms001/ch00000090990000001085/index.m3u8?Ace  
北京卫视,https://shyd.695847.xyz/cms001/ch00000090990000001086/index.m3u8?Ace  
兵团卫视,https://shyd.695847.xyz/cms001/ch00000090990000001066/index.m3u8?Ace  
东方卫视,https://shyd.695847.xyz/cms001/ch00000090990000001013/index.m3u8?Ace  
东南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001201/index.m3u8?Ace  
 甘肃卫视,https://shyd.695847.xyz/cms001/ch00000090990000001298/index.m3u8?Ace  
广东卫视,https://shyd.695847.xyz/cms001/ch00000090990000001075/index.m3u8?Ace  
广西卫视,https://shyd.695847.xyz/cms001/ch00000090990000001224/index.m3u8?Ace  
贵州卫视,https://shyd.695847.xyz/cms001/ch00000090990000001184/index.m3u8?Ace  
海南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001183/index.m3u8?Ace  
河北卫视,https://shyd.695847.xyz/cms001/ch00000090990000001229/index.m3u8?Ace  
河南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001222/index.m3u8?Ace  
黑龙江卫视,https://shyd.695847.xyz/cms001/ch00000090990000001089/index.m3u8?Ace  
湖北卫视,https://shyd.695847.xyz/cms001/ch00000090990000001083/index.m3u8?Ace  
湖南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001088/index.m3u8?Ace  
吉林卫视,https://shyd.695847.xyz/cms001/ch00000090990000001225/index.m3u8?Ace  
江苏卫视,https://shyd.695847.xyz/cms001/ch00000090990000001078/index.m3u8?Ace  
江西卫视,https://shyd.695847.xyz/cms001/ch00000090990000001080/index.m3u8?Ace  
辽宁卫视,https://shyd.695847.xyz/cms001/ch00000090990000001084/index.m3u8?Ace  
内蒙古卫视,https://shyd.695847.xyz/cms001/ch00000090990000001530/index.m3u8?Ace  
宁夏卫视,https://shyd.695847.xyz/cms001/ch00000090990000001074/index.m3u8?Ace  
青海卫视,https://shyd.695847.xyz/cms001/ch00000090990000001450/index.m3u8?Ace  
三沙卫视,https://shyd.695847.xyz/cms001/ch00000090990000001185/index.m3u8?Ace  
山东卫视,https://shyd.695847.xyz/cms001/ch00000090990000001093/index.m3u8?Ace  
山西卫视,https://shyd.695847.xyz/cms001/ch00000090990000001070/index.m3u8?Ace  
陕西卫视,https://shyd.695847.xyz/cms001/ch00000090990000001067/index.m3u8?Ace  
深圳卫视,https://shyd.695847.xyz/cms001/ch00000090990000001096/index.m3u8?Ace  
四川卫视,https://shyd.695847.xyz/cms001/ch00000090990000001130/index.m3u8?Ace  
天津卫视,https://shyd.695847.xyz/cms001/ch00000090990000001079/index.m3u8?Ace  
西藏卫视,https://shyd.695847.xyz/cms001/ch00000090990000001072/index.m3u8?Ace  
新疆卫视,https://shyd.695847.xyz/cms001/ch00000090990000001065/index.m3u8?Ace  
延边卫视,https://shyd.695847.xyz/cms001/ch00000090990000001470/index.m3u8?Ace  
云南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001223/index.m3u8?Ace  
浙江卫视,https://shyd.695847.xyz/cms001/ch00000090990000001023/index.m3u8?Ace  
重庆卫视,https://shyd.695847.xyz/cms001/ch00000090990000001129/index.m3u8?Ace  
北京卫视,http://b.tvbox6.icu/tv/ysp.php?id=33
东方卫视,http://b.tvbox6.icu/tv/ysp.php?id=34
江苏卫视,http://b.tvbox6.icu/tv/ysp.php?id=35
浙江卫视,http://b.tvbox6.icu/tv/ysp.php?id=36
湖南卫视,http://b.tvbox6.icu/tv/ysp.php?id=37
湖北卫视,http://b.tvbox6.icu/tv/ysp.php?id=38
广东卫视,http://b.tvbox6.icu/tv/ysp.php?id=39
广西卫视,http://b.tvbox6.icu/tv/ysp.php?id=40
黑龙江卫视,http://b.tvbox6.icu/tv/ysp.php?id=41
海南卫视,http://b.tvbox6.icu/tv/ysp.php?id=42
重庆卫视,http://b.tvbox6.icu/tv/ysp.php?id=43
深圳卫视,http://b.tvbox6.icu/tv/ysp.php?id=44
四川卫视,http://b.tvbox6.icu/tv/ysp.php?id=45
河南卫视,http://b.tvbox6.icu/tv/ysp.php?id=46
东南卫视,http://b.tvbox6.icu/tv/ysp.php?id=47
贵州卫视,http://b.tvbox6.icu/tv/ysp.php?id=48
江西卫视,http://b.tvbox6.icu/tv/ysp.php?id=49
辽宁卫视,http://b.tvbox6.icu/tv/ysp.php?id=50
安徽卫视,http://b.tvbox6.icu/tv/ysp.php?id=51
河北卫视,http://b.tvbox6.icu/tv/ysp.php?id=52
山东卫视,http://b.tvbox6.icu/tv/ysp.php?id=53
天津卫视,http://b.tvbox6.icu/tv/ysp.php?id=54
吉林卫视,http://b.tvbox6.icu/tv/ysp.php?id=55
陕西卫视,http://b.tvbox6.icu/tv/ysp.php?id=56
甘肃卫视,http://b.tvbox6.icu/tv/ysp.php?id=57
宁夏卫视,http://b.tvbox6.icu/tv/ysp.php?id=58
内蒙古卫视,http://b.tvbox6.icu/tv/ysp.php?id=59
云南卫视,http://b.tvbox6.icu/tv/ysp.php?id=60
山西卫视,http://b.tvbox6.icu/tv/ysp.php?id=61
青海卫视,http://b.tvbox6.icu/tv/ysp.php?id=62


🎮游戏频道,#genre#
游戏风云,http://10.8.8.200/hls/3/index.m3u8$哈尔滨
游戏风云,http://z.b.bkpcp.top/m.php?id=yxfy
游戏风云,https://shyd.695847.xyz/cms001/ch00000090990000001114/index.m3u8?Ace  
游戏风云,https://shyd.695847.xyz/cms001/ch00000090990000001192/index.m3u8?Ace  
哒啵赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
哒啵赛事,http://111.43.126.240:9003/hls/101/index.m3u8$五常移动
哒啵电竞,http://183.61.225.53:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226889/1.m3u8$北京移动
哒啵赛事,http://183.61.225.53:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226938/1.m3u8$北京移动

🎬电影电视剧频道,#genre#
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
CHC家庭影院,http://go.bkpcp.top/mg/jtyy$咪咕
CHC动作电影,http://go.bkpcp.top/mg/dzdy$咪咕
CHC影迷电影,http://go.bkpcp.top/mg/ymdy$咪咕
CHC影迷电影,http://183.61.225.53:2380/hw1live.rxip.sc96655.com.huan.tv/live/lnwsCHC-HDH265_4000.m3u8$四川蜀小果
CHC动作电影,http://183.61.225.53:2380/hw1live.rxip.sc96655.com.huan.tv/live/wqCHCdzdyH265_4000.m3u8$四川蜀小果
CHC家庭影院,http://183.61.225.53:2380/hw1live.rxip.sc96655.com.huan.tv/live/jbtygqCHCjtyyH265_4000.m3u8$四川蜀小果
1905电影1,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
1905电影2,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905b
欢笑剧场4K,http://183.61.225.53:2380/hw1live.rxip.sc96655.com.huan.tv/live/hxjc-4k_8000.m3u8?E&U&A&K&P&S$四川蜀小果
NEWTV超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NEWTV动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NEWTV惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
黑莓电影,http://39.134.65.145/PLTV/88888888/224/3221225681/1.m3u8$鹤岗
NEWTV动作电影,http://111.43.126.240:9003/hls/75/index.m3u8$五常移动
NEWTV爱情喜剧,http://111.43.126.240:9003/hls/76/index.m3u8$五常移动
NEWTV惊悚悬疑,http://111.43.126.240:9003/hls/77/index.m3u8$五常移动
NEWTV欢乐剧场,http://111.43.126.240:9003/hls/79/index.m3u8$五常移动
NEWTV精品大剧,http://111.43.126.240:9003/hls/80/index.m3u8$五常移动
NEWTV古装剧场,http://111.43.126.240:9003/hls/81/index.m3u8$五常移动
NEWTV军旅剧场,http://111.43.126.240:9003/hls/82/index.m3u8$五常移动
NEWTV家庭剧场,http://111.43.126.240:9003/hls/83/index.m3u8$五常移动
NEWTV超级电视剧,http://111.43.126.240:9003/hls/84/index.m3u8$五常移动
NEWTV超级电影,http://111.43.126.240:9003/hls/85/index.m3u8$五常移动
NEWTV超级综艺,http://111.43.126.240:9003/hls/87/index.m3u8$五常移动
NEWTV金牌综艺,http://111.43.126.240:9003/hls/90/index.m3u8$五常移动
NEWTV军事评论,http://111.43.126.240:9003/hls/91/index.m3u8$五常移动
NEWTV农业致富,http://111.43.126.240:9003/hls/92/index.m3u8$五常移动
NEWTV潮妈辣婆,http://111.43.126.240:9003/hls/94/index.m3u8$五常移动
NEWTV中国功夫,http://111.43.126.240:9003/hls/96/index.m3u8$五常移动
NEWTV海外剧场,http://111.43.126.240:9003/hls/98/index.m3u8$五常移动
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影,http://111.43.126.240:9003/hls/99/index.m3u8$五常移动



🏀体育频道,#genre#
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$黑龙江移动
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$黑龙江移动
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$黑龙江移动
CCTV16 4K,http://183.61.225.53:2380/js-live-screenshot.gitv.tv/gitv_live/G_CCTV-16-4K/G_CCTV-16-4K.m3u8$江苏银河

睛彩青少,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
睛彩竞技,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
睛彩篮球,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
睛彩广场舞,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
睛彩篮球,http://111.43.126.240:9003/hls/103/index.m3u8$五常移动
睛彩竞技,http://111.43.126.240:9003/hls/104/index.m3u8$五常移动
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕4K,http://39.135.137.209/000000001000/3000000010000015686/index.m3u8
咪咕4K-1,http://39.135.137.208/000000001000/3000000010000005180/index.m3u8
睛彩篮球,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
NEWTV超级体育,http://111.43.126.240:9003/hls/86/index.m3u8$五常移动
NEWTV精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NEWTV精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NEWTV武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
睛彩篮球,http://39.134.65.145/PLTV/88888888/224/3221225895/1.m3u8$鹤岗
睛彩竞技,http://39.134.65.145/PLTV/88888888/224/3221225897/1.m3u8$鹤岗
睛彩广场舞,http://39.134.65.145/PLTV/88888888/224/3221226046/1.m3u8$鹤岗
NEWTV精品体育,http://111.43.126.240:9003/hls/89/index.m3u8$五常移动
NEWTV精品纪录,http://111.43.126.240:9003/hls/88/index.m3u8$五常移动
NEWTV炫舞未来,http://111.43.126.240:9003/hls/102/index.m3u8$五常移动

咪咕1,http://39.135.134.67/000000001000/3000000001000008379/index.m3u8
咪咕2,http://39.135.134.67/000000001000/3000000001000008001/index.m3u8
咪咕3,http://39.135.134.67/000000001000/3000000001000031494/index.m3u8
咪咕4,http://39.135.134.67/000000001000/3000000001000008176/index.m3u8
咪咕5,http://39.135.134.34/000000001000/3000000001000010129/index.m3u8
咪咕7,http://39.135.134.67/000000001000/3000000001000010948/index.m3u8
咪咕9,http://39.135.134.67/000000001000/3000000001000005308/index.m3u8
咪咕10,http://39.135.134.67/000000001000/3000000001000005969/index.m3u8
咪咕12,http://39.135.137.203/000000001000/3000000010000027691/index.m3u8
咪咕13,http://39.135.137.203/000000001000/3000000010000015560/index.m3u8
咪咕15,http://39.135.137.206/000000001000/3000000010000000097/index.m3u8
咪咕16,http://39.135.137.205/000000001000/3000000010000006077/index.m3u8
咪咕17,http://39.135.137.203/000000001000/3000000010000012558/index.m3u8
咪咕18,http://39.135.137.208/000000001000/3000000010000023434/index.m3u8
咪咕19,http://39.135.137.203/000000001000/3000000010000003915/index.m3u8
咪咕21,http://39.135.137.205/000000001000/3000000010000021904/index.m3u8
咪咕22,http://39.135.137.207/000000001000/3000000010000011297/index.m3u8
咪咕23,http://39.135.137.208/000000001000/3000000010000006658/index.m3u8
咪咕24,http://39.135.137.205/000000001000/3000000010000010833/index.m3u8
咪咕25,http://39.135.137.203/000000001000/3000000010000025380/index.m3u8
咪咕26,http://39.135.137.209/000000001000/3000000010000015686/index.m3u8
咪咕27,http://39.135.137.208/000000001000/3000000010000005180/index.m3u8

🐼动画频道,#genre#
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓动画,http://39.134.65.145/PLTV/88888888/224/3221225529/1.m3u8$鹤岗
黑龙江少儿,http://10.8.8.200/hls/277/index.m3u8$哈尔滨
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
深圳少儿,http://116.77.33.98:44330/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
金鹰卡通,http://PLTV/ku9/py/socks5.py?a=http://39.134.240.3/PLTV/2/224/3221226142/index.m3u8$湖南py
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
金鹰卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
动漫秀场,http://183.61.225.53:2380/hw1live.rxip.sc96655.com.huan.tv/live/yybb-dmxc-H265_4000.m3u8$四川蜀小果
动漫秀场,http://10.8.8.200/hls/217/index.m3u8$哈尔滨
优漫卡通,http://10.8.8.200/hls/35/index.m3u8$哈尔滨
卡酷少儿,http://10.8.8.200/hls/58/index.m3u8$哈尔滨
金鹰卡通,http://10.8.8.200/hls/89/index.m3u8$哈尔滨
哈哈炫动,http://10.8.8.200/hls/90/index.m3u8$哈尔滨
黑莓动画,http://111.43.126.240:9003/hls/100/index.m3u8$五常移动
卡酷少儿,http://111.43.126.240:9003/hls/71/index.m3u8$五常移动
哈哈炫动,http://111.43.126.240:9003/hls/72/index.m3u8$五常移动
金鹰卡通,http://111.43.126.240:9003/hls/73/index.m3u8$五常移动
优漫卡通,http://111.43.126.240:9003/hls/74/index.m3u8$五常移动
哈哈炫动,http://beijinglive.online.domybox.com:91/live/XDKT-1500k/live.m3u8
金鹰卡通,http://beijinglive.online.domybox.com:91/live/JYKT-1500k/live.m3u8
嘉佳卡通,http://beijinglive.online.domybox.com:91/live/JJKT-1500k/live.m3u8
动漫秀场,http://125.82.171.210:8888/udp/235.254.197.152:7980
卡酷少儿,http://114.252.225.255:8000/rtp/239.3.1.189:8000
嘉佳卡通,http://114.243.106.85:8888/rtp/239.3.1.147:9268
金鹰卡通,http://114.243.106.85:8888/rtp/239.3.1.51:9252
哈哈炫动,http://116.227.10.196:2048/udp/239.45.1.55:5140
动漫秀场,http://116.227.10.196:2048/udp/239.45.3.134:5140
金鹰卡通,http://116.227.10.196:2048/udp/239.45.3.118:5140
嘉佳卡通,http://116.227.10.196:2048/udp/239.45.1.48:5140
卡酷少儿,http://116.227.10.196:2048/udp/239.45.0.8:5140
卡酷少儿,http://36.46.98.55:8010/rtp/239.112.205.138:5140
嘉佳卡通,http://36.46.98.55:8010/rtp/239.112.205.135:5140
金鹰卡通,http://36.46.98.55:8010/rtp/239.112.205.136:5140
优漫卡通,http://36.46.98.55:8010/rtp/239.112.205.185:5140
卡酷少儿,http://1.62.170.63:8886/udp/229.58.190.186:5000
金鹰卡通,http://1.62.170.63:8886/udp/229.58.190.98:5000
嘉佳卡通,http://1.62.170.63:8886/udp/229.58.190.107:5000
金鹰卡通,http://1.62.170.63:8886/udp/229.58.190.181:5000
哈哈炫动,http://1.62.170.63:8886/udp/229.58.190.96:5000
优漫卡通,http://1.62.170.63:8886/udp/229.58.190.165:5000
动漫秀场,http://1.62.170.63:8886/udp/229.58.190.78:5000
卡酷少儿,http://61.55.46.35:4022/rtp/239.253.92.162:8054
金鹰卡通,http://61.55.46.35:4022/rtp/239.253.92.163:8055
嘉佳卡通,http://61.55.46.35:4022/rtp/239.253.93.203:6381
优漫卡通,http://61.55.46.35:4022/rtp/239.253.93.204:6382
卡酷少儿,http://183.61.225.53:2380/hw1live.rxip.sc96655.com.huan.tv/live/kkkt_4000.m3u8$四川蜀小果
金鹰卡通,http://183.61.225.53:2380/hw1live.rxip.sc96655.com.huan.tv/live/jykt_2000.m3u8$四川蜀小果
嘉佳卡通,http://183.61.225.53:2380/hw1live.rxip.sc96655.com.huan.tv/live/jjkt_2000.m3u8$四川蜀小果
成都少儿,http://183.61.225.53:2380/hw1live.rxip.sc96655.com.huan.tv/live/CDTV-6_2000.m3u8$四川蜀小果

💰4K频道,#genre#
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
浙江卫视4K,https://play-qukan.cztv.com/live/1758879019692345.m3u8
北京卫视4K,http://139.ye23.vip/dl/btv2502.php?id=bjws4
深圳卫视4K,http://nn.7x9d.cn/深圳最新.php?id=szws4k
浙江卫视4K,http://go.bkpcp.top/mg$咪咕
湖南卫视4K,http://go.bkpcp.top/mg/hunws$咪咕
湖南卫视4K,http://106.53.99.30/tv/api.php?id=hnws4k
东方卫视4K,http://106.53.99.30/tv/api.php?id=dfws4k
江苏卫视4K,http://106.53.99.30/tv/api.php?id=jsws4k
浙江卫视4K,http://106.53.99.30/tv/api.php?id=zjws4k
山东卫视4K,http://106.53.99.30/tv/api.php?id=sdws4k
北京卫视4K,http://106.53.99.30/tv/api.php?id=bjws4k
四川卫视4K,http://183.61.225.53:2380/c3.cdn.hunancatv.com/live/scws4K.m3u8
深圳卫视4K,http://106.53.99.30/tv/api.php?id=szws4k
广东卫视4K,http://106.53.99.30/tv/api.php?id=gdws4k
东方卫视4K,http://183.61.225.53:2380/js-live-screenshot.gitv.tv/gitv_live/G_DONGFANG-4K/G_DONGFANG-4K.m3u8$江苏银河
江苏卫视4K,http://183.61.225.53:2380/js-live-screenshot.gitv.tv/gitv_live/G_JIANGSU-4K/G_JIANGSU-4K.m3u8$江苏银河
浙江卫视4K,http://183.61.225.53:2380/js-live-screenshot.gitv.tv/gitv_live/G_ZHEJIANG-4K/G_ZHEJIANG-4K.m3u8$江苏银河
山东卫视4K,http://183.61.225.53:2380/js-live-screenshot.gitv.tv/gitv_live/G_SHANDONG-4K/G_SHANDONG-4K.m3u8$江苏银河
湖南卫视4K,,http://183.61.225.53:2380/js-live-screenshot.gitv.tv/gitv_live/G_HUNAN-4K/G_HUNAN-4K.m3u8$江苏银河
北京卫视4K,http://183.61.225.53:2380/js-live-screenshot.gitv.tv/gitv_live/G_BEIJING-4K/G_BEIJING-4K.m3u8$江苏银河
北京卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.91:5140
北京卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.92:5140
深圳卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.93:5140
广东卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.94:5140
